,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
711,711,711,500-1000,0,1,2,0,0,0,1,1,1,0,2,0,7.0,3.0,-1,-1,-1,,-1,1,1,0,23.0,0,White,2017
712,712,712,100-500,1,1,1,1,0,2,1,1,1,1,2,1,8.0,7.0,-1,-1,-1,,1,1,1,0,53.0,0,White,2017
713,713,713,100-500,1,1,1,1,0,0,1,1,0,1,1,1,7.0,3.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2017
714,714,714,More than 1000,0,1,0,1,1,0,1,1,0,0,0,1,5.0,3.0,-1,-1,-1,,1,1,1,1,30.0,0,White,2017
715,715,715,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,-1,23.0,0,White,2017
716,716,716,100-500,1,1,2,0,0,2,2,0,1,0,2,0,7.0,5.0,-1,-1,-1,,1,1,1,2,30.0,0,White,2017
717,717,717,6-25,1,1,1,1,0,1,1,1,1,0,2,1,10.0,5.0,-1,-1,-1,,1,1,1,1,22.0,1,More than one of the above,2017
718,718,718,26-100,1,1,2,0,0,0,2,1,1,1,2,1,3.0,3.0,-1,-1,-1,,1,1,2,0,27.0,1,White,2017
719,719,719,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,-1,47.0,-1,,2017
720,720,720,6-25,1,1,1,1,1,0,1,1,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,1,33.0,1,White,2017
721,721,721,26-100,1,1,1,1,0,1,2,1,0,0,2,0,4.0,5.0,-1,-1,-1,,0,0,1,2,28.0,0,White,2017
722,722,722,26-100,1,1,1,0,0,2,2,0,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2017
723,723,723,6-25,1,1,2,0,0,2,1,1,1,0,1,1,10.0,8.0,-1,-1,-1,,2,0,1,0,25.0,1,White,2017
724,724,724,More than 1000,0,1,-1,0,0,0,2,1,0,0,2,0,8.0,5.0,-1,-1,-1,,2,1,1,-1,30.0,1,White,2017
725,725,725,More than 1000,0,1,1,0,0,1,2,1,1,0,2,0,7.0,3.0,-1,-1,-1,,0,0,1,-1,39.0,0,White,2017
726,726,726,100-500,1,1,1,0,2,0,2,1,2,1,1,1,9.0,6.0,-1,-1,-1,,2,1,2,0,31.0,-1,White,2017
727,727,727,More than 1000,0,1,1,1,1,1,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,1,1,48.0,0,White,2017
728,728,728,100-500,1,1,2,0,0,2,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,2,0,43.0,0,White,2017
729,729,729,More than 1000,1,1,1,0,0,0,0,1,2,0,0,0,6.0,3.0,-1,-1,-1,,2,0,2,-1,35.0,0,White,2017
730,730,730,100-500,0,1,1,0,1,0,2,1,2,0,2,1,10.0,0.0,-1,-1,-1,,1,1,1,1,31.0,1,White,2017
731,731,731,26-100,1,1,0,-1,0,0,0,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,2,0,28.0,0,,2017
732,732,732,1-5,1,1,2,-1,0,2,2,1,2,0,2,0,7.0,5.0,-1,-1,-1,,0,0,0,0,27.0,0,White,2017
733,733,733,1-5,1,1,2,0,0,2,2,1,1,0,1,0,8.0,8.0,-1,-1,-1,,1,1,0,0,28.0,0,White,2017
734,734,734,500-1000,1,1,1,1,2,1,1,1,0,0,2,0,9.0,5.0,-1,-1,-1,,1,1,2,0,43.0,1,White,2017
735,735,735,More than 1000,1,1,1,1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,1,-1,31.0,1,White,2017
736,736,736,More than 1000,1,1,1,0,0,2,1,0,0,0,1,1,5.0,2.0,-1,-1,-1,,0,0,0,0,37.0,0,White,2017
737,737,737,26-100,1,1,1,1,0,0,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,36.0,cis male,White,2017
738,738,738,100-500,1,1,1,1,0,1,1,0,1,0,1,1,7.0,4.0,-1,-1,-1,,1,1,1,0,42.0,1,White,2017
739,739,739,100-500,1,1,1,1,2,1,1,1,0,0,2,0,8.0,7.0,-1,-1,-1,,1,1,2,0,29.0,1,I prefer not to answer,2017
740,740,740,500-1000,1,1,1,1,1,1,2,1,0,0,2,1,8.0,6.0,-1,-1,-1,,1,1,1,1,41.0,1,White,2017
741,741,741,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,0,0,0,37.0,0,White,2017
742,742,742,26-100,1,1,1,1,1,2,1,0,1,0,1,1,7.0,6.0,-1,-1,-1,,0,1,0,0,53.0,0,White,2017
743,743,743,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,2,1,1,-1,43.0,0,White,2017
744,744,744,500-1000,1,1,2,0,0,2,2,1,0,0,0,0,4.0,0.0,-1,-1,-1,,0,0,2,2,44.0,0,White,2017
745,745,745,100-500,0,1,1,1,2,1,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,0,37.0,1,I prefer not to answer,2017
746,746,746,26-100,1,1,1,0,0,2,2,1,2,1,2,1,5.0,5.0,-1,-1,-1,,1,1,2,-1,57.0,1,White,2017
747,747,747,More than 1000,1,1,1,1,1,1,1,1,1,0,0,0,6.0,4.0,-1,-1,-1,,0,1,0,2,47.0,0,White,2017
748,748,748,100-500,1,1,1,1,1,1,1,1,1,0,2,0,9.0,6.0,-1,-1,-1,,0,1,0,0,34.0,0,White,2017
749,749,749,26-100,1,1,1,1,0,0,1,0,1,1,2,0,4.0,5.0,-1,-1,-1,,1,1,1,0,29.0,0,White,2017
750,750,750,500-1000,0,1,2,0,0,0,2,1,0,0,2,1,7.0,0.0,-1,-1,-1,,1,1,0,1,38.0,0,White,2017
751,751,751,26-100,1,1,2,0,0,2,1,0,1,0,1,1,6.0,6.0,-1,-1,-1,,1,1,0,0,41.0,0,,2017
752,752,752,6-25,1,1,1,0,2,0,1,0,1,1,1,1,8.0,4.0,-1,-1,-1,,1,1,0,0,40.0,0,White,2017
753,753,753,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,1,1,1,2,,-1,,2017
754,754,754,26-100,1,1,1,1,0,0,0,1,1,1,0,0,6.0,4.0,-1,-1,-1,,1,0,0,2,30.0,dude,White,2017
755,755,755,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,0,,-1,,2017
756,0,0,More than 1000,1,0,1,1,1,1,1,1,0,1,0,1,8.0,6.0,-1,-1,-1,,1,1,1,1,57.0,1,,2018
757,1,1,More than 1000,1,1,1,1,0,2,2,1,0,0,0,0,8.0,3.0,-1,-1,-1,,1,1,1,-1,29.0,0,White,2018
758,2,2,6-25,0,1,1,1,0,0,2,1,0,0,0,0,3.0,1.0,-1,-1,-1,,0,0,1,-1,46.0,0,White,2018
759,3,3,6-25,1,1,0,0,0,0,2,1,0,0,2,0,8.0,8.0,-1,-1,-1,,0,0,0,2,34.0,0,,2018
760,4,4,26-100,1,1,1,1,1,1,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,29.0,ostensibly male,White,2018
761,5,5,100-500,1,1,1,1,0,2,2,0,1,0,1,0,7.0,8.0,-1,-1,-1,,2,0,0,0,55.0,0,White,2018
762,6,6,More than 1000,1,1,1,1,0,0,2,1,0,0,2,0,4.0,4.0,-1,-1,-1,,2,1,0,-1,29.0,agender,,2018
763,7,7,26-100,1,1,-1,-1,0,0,2,1,0,0,2,0,10.0,8.0,-1,-1,-1,,1,1,2,0,35.0,0,,2018
764,8,8,More than 1000,1,1,2,0,0,0,0,1,0,1,0,0,10.0,0.0,-1,-1,-1,,1,0,1,1,33.0,0,,2018
765,9,9,More than 1000,0,1,1,0,0,1,2,1,0,0,0,0,3.0,1.0,-1,-1,-1,,2,0,0,1,37.0,0,White,2018
766,10,10,More than 1000,1,1,1,1,1,1,2,1,2,1,2,1,6.0,3.0,-1,-1,-1,,1,1,1,-1,45.0,0,White,2018
767,11,11,500-1000,0,1,0,0,0,0,2,1,2,0,0,0,6.0,0.0,-1,-1,-1,,1,1,2,-1,31.0,0,,2018
768,12,12,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,0,0,1,-1,38.0,1,,2018
769,13,13,More than 1000,0,1,2,0,0,2,2,1,2,0,1,0,7.0,6.0,-1,-1,-1,,1,0,1,2,26.0,0,,2018
770,14,14,100-500,1,1,0,0,0,0,2,1,0,0,0,0,6.0,0.0,-1,-1,-1,,1,1,0,0,27.0,1,,2018
771,15,15,6-25,0,1,1,0,0,0,2,0,2,0,2,1,5.0,0.0,-1,-1,-1,,1,1,1,0,35.0,0,,2018
772,16,16,26-100,0,1,1,0,0,1,2,1,0,0,0,0,6.0,4.0,-1,-1,-1,,1,0,1,1,47.0,0,White,2018
773,17,17,More than 1000,1,1,1,1,2,2,2,1,2,0,2,0,10.0,10.0,-1,-1,-1,,1,1,2,0,37.0,0,I prefer not to answer,2018
774,18,18,500-1000,0,1,0,0,0,0,0,1,0,0,0,0,4.0,3.0,-1,-1,-1,,0,0,1,0,32.0,0,,2018
775,19,19,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,2,2,46.0,0,,2018
776,20,20,26-100,1,1,1,0,0,2,2,0,0,0,1,1,2.0,0.0,-1,-1,-1,,1,1,1,1,37.0,0,White,2018
777,21,21,100-500,1,1,1,1,2,1,1,1,1,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2018
778,22,22,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,2,29.0,0,,2018
779,23,23,100-500,1,1,1,0,0,0,2,1,0,0,0,0,4.0,1.0,-1,-1,-1,,2,1,2,0,45.0,0,I prefer not to answer,2018
780,24,24,6-25,0,1,2,0,0,2,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,30.0,0,White,2018
781,25,25,6-25,1,1,0,0,1,0,2,1,2,0,2,0,7.0,5.0,-1,-1,-1,,1,1,2,0,46.0,0,,2018
782,26,26,26-100,1,1,0,-1,0,0,2,1,0,0,2,0,5.0,2.0,-1,-1,-1,,0,0,0,-1,29.0,0,,2018
783,27,27,More than 1000,1,1,2,-1,0,0,1,0,0,0,2,1,8.0,6.0,-1,-1,-1,,1,0,2,1,26.0,0,,2018
784,28,28,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,1,1,1,-1,26.0,0,White,2018
785,29,29,6-25,1,1,2,0,0,2,2,1,0,1,0,0,5.0,4.0,-1,-1,-1,,1,1,1,-1,44.0,0,,2018
786,30,30,26-100,1,1,1,0,0,2,2,1,0,0,2,0,5.0,5.0,-1,-1,-1,,1,0,2,-1,32.0,0,White,2018
787,31,31,100-500,1,1,2,0,0,0,2,1,2,0,2,0,6.0,2.0,-1,-1,-1,,0,0,0,0,34.0,0,,2018
788,32,32,500-1000,1,1,1,-1,1,1,1,1,2,1,1,1,7.0,6.0,-1,-1,-1,,2,0,2,-1,19.0,0,,2018
789,33,33,More than 1000,0,1,2,0,0,2,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,1,1,1,-1,38.0,0,,2018
790,34,34,6-25,1,1,-1,-1,0,0,0,1,0,0,0,0,6.0,4.0,-1,-1,-1,,1,1,0,1,61.0,0,White,2018
791,35,35,6-25,1,1,1,1,0,2,2,1,0,0,1,1,7.0,7.0,-1,-1,-1,,0,0,2,0,44.0,0,White,2018
792,36,36,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,1,0,32.0,1,White,2018
793,37,37,100-500,0,1,1,0,1,1,1,1,1,0,2,0,7.0,6.0,-1,-1,-1,,0,0,0,0,31.0,0,,2018
794,38,38,26-100,1,0,1,0,1,1,2,1,1,1,0,0,8.0,6.0,-1,-1,-1,,1,1,0,0,30.0,1,White,2018
795,39,39,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,0,0,2,52.0,0,,2018
796,40,40,26-100,1,1,2,0,0,0,2,1,0,0,0,0,5.0,1.0,-1,-1,-1,,1,1,1,0,44.0,0,More than one of the above,2018
797,41,41,More than 1000,0,1,2,1,0,0,2,2,1,1,1,0,10.0,4.0,-1,-1,-1,,1,1,1,2,39.0,0,White,2018
798,42,42,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,51-75%,0,0,1,2,36.0,0,,2018
799,43,43,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,2,0,2,0,30.0,-1,,2018
800,44,44,26-100,0,1,2,0,0,0,1,0,0,0,2,0,5.0,5.0,-1,-1,-1,,2,0,2,0,39.0,0,White,2018
801,45,45,More than 1000,1,1,1,1,1,1,2,0,1,1,1,1,9.0,7.0,-1,-1,-1,,1,1,1,0,33.0,0,White,2018
802,46,46,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,-1,,0,0,2,1,37.0,0,,2018
803,47,47,26-100,0,1,0,0,0,0,2,1,0,0,0,0,6.0,2.0,-1,-1,-1,,0,0,0,-1,34.0,0,,2018
804,48,48,26-100,1,1,0,0,1,1,2,1,2,0,1,0,8.0,8.0,-1,-1,-1,,1,0,0,0,28.0,0,,2018
805,49,49,26-100,1,1,0,-1,0,0,2,0,0,0,2,0,2.0,0.0,-1,-1,-1,,1,1,0,-1,43.0,1,,2018
806,50,50,More than 1000,1,1,2,0,0,0,2,1,0,1,1,0,10.0,3.0,-1,-1,-1,,0,0,1,-1,42.0,0,White,2018
807,51,51,100-500,0,1,1,1,2,1,2,1,1,0,1,0,5.0,9.0,-1,-1,-1,,0,1,1,0,35.0,0,More than one of the above,2018
808,52,52,More than 1000,1,1,1,1,1,1,1,0,1,0,1,1,7.0,8.0,-1,-1,-1,,0,0,1,0,28.0,1,White,2018
809,53,53,100-500,1,1,1,1,2,2,2,1,1,1,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2018
810,54,54,500-1000,1,1,2,1,0,0,2,1,0,0,0,0,10.0,5.0,-1,-1,-1,,1,1,1,1,35.0,1,,2018
811,55,55,6-25,1,1,2,0,0,2,2,1,0,0,2,1,7.0,1.0,-1,-1,-1,,0,0,0,0,31.0,0,,2018
812,56,56,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,2,1,2,0,24.0,0,,2018
813,57,57,500-1000,1,1,1,0,0,0,2,1,2,0,0,0,7.0,6.0,-1,-1,-1,,0,0,0,1,27.0,1,Asian,2018
814,58,58,More than 1000,1,1,1,0,1,1,2,1,1,1,1,1,8.0,9.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2018
815,59,59,6-25,1,1,2,0,0,2,1,1,1,1,2,0,3.0,3.0,-1,-1,-1,,1,1,0,0,33.0,0,White,2018
816,60,60,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,1,-1,26.0,0,More than one of the above,2018
817,61,61,More than 1000,0,1,1,1,1,1,1,1,0,1,2,1,5.0,5.0,-1,-1,-1,,0,0,0,0,26.0,0,White,2018
818,62,62,More than 1000,0,1,2,-1,0,0,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,0,0,24.0,0,Asian,2018
819,63,63,More than 1000,1,1,1,1,1,1,2,1,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2018
820,64,64,26-100,1,1,1,1,0,0,2,1,0,0,0,0,10.0,5.0,-1,-1,-1,,1,0,2,1,25.0,0,,2018
821,65,65,6-25,1,1,2,0,0,0,1,0,0,0,2,0,8.0,7.0,-1,-1,-1,,1,1,1,-1,19.0,1,Asian,2018
822,66,66,26-100,1,1,1,0,0,2,1,1,0,0,0,0,4.0,4.0,-1,-1,-1,,0,0,0,0,28.0,0,Asian,2018
823,67,67,More than 1000,1,1,1,1,0,0,1,1,1,1,0,0,6.0,4.0,-1,-1,-1,,1,1,1,1,26.0,0,White,2018
824,68,68,1-5,1,1,0,-1,0,0,0,1,2,1,2,1,2.0,2.0,-1,-1,-1,,0,1,1,-1,32.0,0,,2018
825,69,69,500-1000,0,1,2,0,0,0,2,1,2,0,0,0,5.0,2.0,-1,-1,-1,,1,1,2,0,23.0,0,White,2018
826,70,70,More than 1000,0,1,1,1,1,1,1,1,1,1,2,0,3.0,5.0,-1,-1,-1,,0,0,1,0,46.0,0,White,2018
827,71,71,6-25,1,1,2,0,0,0,2,0,1,1,0,0,3.0,2.0,-1,-1,-1,,0,0,0,0,28.0,0,White,2018
828,72,72,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,38.0,0,,2018
829,73,73,6-25,1,1,2,0,0,0,2,1,2,0,2,0,5.0,0.0,-1,-1,-1,,1,1,2,-1,30.0,1,White,2018
830,74,74,6-25,1,1,2,0,0,0,2,0,1,1,2,0,4.0,4.0,-1,-1,-1,,0,0,0,0,26.0,0,,2018
831,75,75,6-25,1,1,1,1,0,0,1,1,2,0,0,0,7.0,5.0,-1,-1,-1,,0,0,0,2,37.0,woman,,2018
832,76,76,100-500,1,1,1,1,1,1,2,0,2,1,2,1,6.0,9.0,-1,-1,-1,,1,1,2,0,35.0,0,White,2018
833,77,77,100-500,0,1,1,1,1,1,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,0,26.0,1,More than one of the above,2018
834,78,78,26-100,1,1,1,1,1,1,1,0,2,0,1,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,29.0,1,,2018
835,79,79,More than 1000,1,1,1,1,2,1,1,0,1,0,2,1,7.0,6.0,-1,-1,-1,,1,1,1,0,57.0,0,White,2018
836,80,80,More than 1000,0,1,1,1,1,1,1,1,1,0,0,0,7.0,6.0,-1,-1,-1,,0,0,0,1,38.0,0,White,2018
837,81,81,More than 1000,1,1,1,0,1,1,1,1,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,0,0,20.0,1,,2018
838,82,82,6-25,1,1,2,0,0,0,2,1,0,0,2,1,5.0,5.0,-1,-1,-1,,2,0,1,-1,41.0,0,White,2018
839,83,83,6-25,0,1,1,0,0,0,0,1,2,0,0,0,0.0,0.0,-1,-1,-1,,1,0,1,1,43.0,0,White,2018
840,84,84,More than 1000,1,1,1,1,0,1,1,1,1,0,2,0,5.0,5.0,-1,-1,-1,,1,1,2,0,35.0,0,White,2018
841,85,85,6-25,1,1,2,0,0,0,2,0,1,1,1,1,4.0,7.0,-1,-1,-1,,1,1,1,0,40.0,1,White,2018
842,86,86,26-100,0,0,2,-1,2,2,0,0,2,0,2,0,5.0,2.0,-1,-1,-1,,1,0,0,0,28.0,0,,2018
843,87,87,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,9.0,7.0,-1,-1,-1,,1,1,1,0,42.0,0,White,2018
844,88,88,More than 1000,0,1,1,0,0,1,1,1,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,0,0,39.0,0,White,2018
845,89,89,More than 1000,0,1,1,1,2,1,1,1,1,1,2,1,5.0,3.0,-1,-1,-1,,1,1,1,0,28.0,0,White,2018
846,90,90,6-25,1,1,0,0,0,2,2,2,1,0,2,1,7.0,7.0,-1,-1,-1,,0,0,0,2,22.0,0,,2018
847,91,91,100-500,1,1,1,1,0,1,2,1,0,1,1,1,6.0,5.0,-1,-1,-1,,0,1,1,0,29.0,woman,White,2018
848,92,92,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,0,0,45.0,0,White,2018
849,93,93,More than 1000,1,1,0,0,0,0,2,1,0,0,0,0,7.0,1.0,-1,-1,-1,,0,0,1,1,27.0,1,,2018
850,94,94,26-100,0,1,2,0,0,0,2,1,0,0,0,0,6.0,0.0,-1,-1,-1,,1,0,0,0,32.0,1,,2018
851,95,95,500-1000,0,1,1,1,0,2,2,0,1,0,2,0,8.0,6.0,-1,-1,-1,,1,1,2,0,28.0,0,White,2018
852,96,96,100-500,1,1,1,0,0,1,1,1,1,1,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,31.0,0,White,2018
853,97,97,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,1,0,2,28.0,0,,2018
854,98,98,More than 1000,0,1,0,0,0,0,0,1,0,0,2,0,0.0,0.0,-1,-1,-1,,0,0,0,-1,24.0,1,,2018
855,99,99,More than 1000,0,1,1,1,1,1,1,1,0,0,0,0,7.0,6.0,-1,-1,-1,,2,0,1,-1,27.0,1,Black or African American,2018
856,100,100,More than 1000,1,1,1,1,1,1,1,1,0,0,0,0,10.0,10.0,-1,-1,-1,,0,0,0,0,36.0,1,,2018
857,101,101,More than 1000,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,-1,-1,-1,,1,1,1,1,37.0,0,White,2018
858,102,102,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,0,0,0,1,27.0,1,,2018
859,103,103,100-500,1,1,1,1,0,2,1,0,0,0,1,0,10.0,5.0,-1,-1,-1,,1,1,1,0,53.0,1,White,2018
860,104,104,100-500,1,1,-1,-1,0,0,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,-1,32.0,0,,2018
861,105,105,1-5,1,1,2,0,0,0,2,1,0,0,2,0,3.0,1.0,-1,-1,-1,,1,1,1,2,25.0,i identify as female,I prefer not to answer,2018
862,106,106,6-25,1,1,-1,-1,0,2,2,1,2,1,2,1,7.0,4.0,-1,-1,-1,,1,1,1,2,29.0,*shrug emoji* (f),White,2018
863,107,107,26-100,1,1,1,0,0,1,1,0,1,0,2,0,9.0,9.0,-1,-1,-1,,0,0,2,0,47.0,0,White,2018
864,108,108,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,0,,0,0,0,-1,36.0,0,White,2018
865,109,109,More than 1000,0,1,1,0,0,2,2,1,2,1,2,1,7.0,2.0,-1,-1,-1,,1,1,1,0,61.0,0,White,2018
866,110,110,6-25,1,1,1,0,0,2,1,1,2,0,2,0,9.0,5.0,-1,-1,-1,,1,0,0,1,28.0,0,White,2018
867,111,111,500-1000,0,1,1,1,1,0,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,1,1,1,0,31.0,0,White,2018
868,112,112,6-25,1,1,0,-1,0,0,2,1,2,0,2,0,4.0,4.0,-1,-1,-1,,0,1,2,2,35.0,0,,2018
869,113,113,26-100,1,1,2,0,0,2,2,1,1,0,2,0,8.0,6.0,-1,-1,-1,,2,1,1,0,40.0,0,White,2018
870,114,114,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,-1,,0,0,0,0,32.0,0,White,2018
871,115,115,26-100,1,1,1,0,0,2,1,0,1,0,1,1,5.0,5.0,-1,-1,-1,,1,0,0,0,41.0,0,White,2018
872,116,116,6-25,1,1,1,1,0,1,2,1,2,0,0,1,5.0,5.0,-1,-1,-1,,1,1,0,2,34.0,0,White,2018
873,117,117,6-25,1,1,2,0,0,0,2,1,2,0,2,0,3.0,3.0,-1,-1,-1,,1,1,1,1,31.0,1,White,2018
874,118,118,More than 1000,0,1,1,1,0,2,1,0,1,0,1,1,7.0,7.0,-1,-1,-1,,0,1,2,2,35.0,1,Black or African American,2018
875,119,119,500-1000,1,1,1,1,1,1,1,1,2,0,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,27.0,1,Black or African American,2018
876,120,120,100-500,1,1,1,0,0,1,1,1,1,0,2,1,6.0,8.0,-1,-1,-1,,1,1,1,-1,42.0,1,White,2018
877,121,121,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,1,1,0,-1,67.0,1,White,2018
878,122,122,More than 1000,0,1,1,1,0,0,1,1,0,0,0,1,5.0,2.0,-1,-1,-1,,1,1,1,-1,56.0,0,White,2018
879,123,123,6-25,1,1,1,0,0,0,2,0,2,1,2,1,3.0,3.0,-1,-1,-1,,1,1,1,1,27.0,1,Black or African American,2018
880,124,124,More than 1000,1,1,1,0,0,2,1,1,1,0,1,0,6.0,6.0,-1,-1,-1,,1,1,1,0,37.0,1,,2018
881,125,125,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,2,0,40.0,0,,2018
882,126,126,26-100,1,1,1,1,1,1,1,1,0,1,1,1,9.0,8.0,-1,-1,-1,,1,0,2,2,30.0,1,,2018
883,127,127,More than 1000,1,1,1,0,2,2,1,1,1,0,2,1,7.0,5.0,-1,-1,-1,,0,0,1,2,39.0,0,White,2018
884,128,128,6-25,1,1,-1,-1,0,0,2,0,2,0,2,0,6.0,6.0,-1,-1,-1,,1,1,1,2,30.0,1,White,2018
885,129,129,6-25,1,1,2,0,0,2,2,0,1,0,1,1,7.0,7.0,-1,-1,-1,,0,0,0,0,31.0,0,,2018
886,130,130,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,1,1,2,36.0,0,,2018
887,131,131,6-25,1,1,1,1,0,0,2,1,0,0,2,0,8.0,8.0,-1,-1,-1,,1,1,1,2,46.0,0,,2018
888,132,132,500-1000,1,1,1,1,1,1,1,1,2,0,2,1,9.0,5.0,-1,-1,-1,,1,1,1,1,45.0,1,White,2018
889,133,133,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,0,0,2,2,25.0,0,,2018
890,134,134,More than 1000,0,1,-1,-1,0,0,2,0,2,0,2,0,2.0,0.0,-1,-1,-1,,1,1,1,2,38.0,1,More than one of the above,2018
